"1 мая (. 1З58 км) (ПП.)","О ","Одесская",406513,"Котовск-36, Раздельная-Сортировочная-74",
"IШевченко (ОП.)","О ","Юго-Западная",333736,,
"Аакре (ОП.)","О ","Эстонская",85827,,
"Аапста (ОП.)","О ","Грузинская",574066,,
"Аардла (ОП.)","О ","Эстонская",85780,,
"Абадан","Х ","Узбекская",737139,"Найманкуль-234",
"Абадан I (б.№9З) (рзд.)","О ","Туркменская",753112,"Туркменбаши I-527, Мары-376",
"Абадан II","П 1,3","Туркменская",753108,"Туркменбаши I-538, Мары-365",
"Абазовка","О ","Южная",447602,"Ромодан-99, Полтава-Южная-32",
"Абаил","О ","Казахстанская",699767,"Арысь I-193, Луговая-221",
"Абаклия","П 3","Молдавская",398904,"Басарабяска-10, Етулия-117",
"Абамеликово","О ","Одесская",408006,"Слободка-12, Рудница-42",
"Абаша","Б ","Грузинская",571706,"Сенаки-14, Самтредиа-14",
"Аблык 8н","О 1,3,4,6,8,9,10,10Н","Узбекская",722701,"Ташкент-Товарный-115, Хаваст-252",
"Абовян","О 1,3,9","ЗАО ""Южно-Кавказская железная дорога""",568101,"Масис-65, Ереван-79",
"Абрикосовый (ОП.)","О ","Донецкая",500217,,
"Абыла (ОП.)","О ","Казахстанская",670920,,
"Августовский (рзд.)","О 3","Южная",429106,"Прилуки-25, Бахмач-Пассажирский-58",
"Авдеевка","Б 1,3","Донецкая",482803,"ТП",
"Авраамовская (ОП.)","Б ","Белорусская",154529,,
"Аврора","О 3","Казахстанская",712502,"Локоть-167",
"Автостанция (ОП.)","О ","Южная",428090,,
"Авчала","Б 3,8Н","Грузинская",560307,"Хашури-110, Тбилиси-Узловая-16",
"Авчала (эксп.)",,"Грузинская",560330,"Хашури-110, Тбилиси-Узловая-16",
"Агара","Б 1,3","Грузинская",578705,"Хашури-20, Тбилиси-Узловая-106",
"Агбент","О ","Азербайджанская",551168,"Османлы-Новые-246, Джульфа-103",
"Агдам","Б 1,4","Азербайджанская",555506,"Акстафа-240, Гаджигабул(б.Кази-Магомед)-245",
"Агин","Б 1","ЗАО ""Южно-Кавказская железная дорога""",566407,"Гюмри-26, Масис-114",
"Аглона","О 1,3","Латвийска",113406,"Даугавпилс-Шкирошанас-38, Резекне I-46",
"Агрономический (ОП.)","О ","Донецкая",487421,,
"Агудзера (ОП.)","О ","Грузинская",573813,,
"Агурис Кархана (ОП.)","О ","Грузинская",571119,,
"Агур-Кархана","Б 3","Грузинская",571808,"Сенаки-8, Самтредиа-20",
"Адабаш","Б 3","Одесская",423805,"Помошная-16, Им.Тараса Шевченко-113",
"Адамово","О ","Белорусская",162012,"Полоцк парк Громы-25, Бигосово-60",
"Адамовское (ОП.)","О ","Приднепровская",458611,,
"Адамполь","Б 3","Юго-Западная",337604,"Староконстантинов I-40, Казатин I-107",
"Аджамети","Х ","Грузинская",575707,"Самтредиа-39, Хашури-85",
"Аджибугут(б. 141 км)","О 3","Узбекская",732402,"Навои-196, Учкудук-94",
"Адзюбжа (рзд.)","О 3","Грузинская",573701,"Гантиади-133, Сенаки-103",
"Адровка (ОП.)","О ","Белорусская",168663,,
"Ажинияз (рзд.)","Х ","Узбекская",737124,"Найманкуль-211",
"Аза","О ","Азербайджанская",550023,"Османлы-Новые-327, Джульфа-22",
"Азадыкент","О ","Азербайджанская",552635,"Османлы-Новые-17, Акстафа-166",
"Азат","Б 3","Казахстанская",687508,"Петропавловск-153, Чаглинка-24",
"Азатлык","О 3","Туркменская",749301,"Талимарджан-72, Разъезд № 161-122",
"Азизбекова (ОП.)","О ","Азербайджанская",547684,,
"Азовсталь (ОП.)","О ","Донецкая",484713,,
"Аиртау","О ","Казахстанская",709162,"Локоть-286, Актогай-467",
"Айамаа (ОП.)","О ","Эстонская",85757,,
"Айвазовская","Б 1,3,5,8","ФГУП ""КЖД""",868405,"ТП",
"Айвазовская","Б 1,3,5,8","ФГУП ""КЖД""",868405,"ТП",
"Айгеван","Б 3,8Н","ЗАО ""Южно-Кавказская железная дорога""",569405,"Масис-30, Ерасх-27",
"Айгыржал","О ","Казахстанская",708742,"Актогай-168, Семипалатинск-300",
"Айдынг","Б ","Туркменская",753945,"Туркменбаши I-202, Мары-701",
"Айзкраукле","О 3","Латвийска",93700,"Плявиняс-30, Яняварти-78",
"Айке","Б 3","Казахстанская",682100,"Никель-292, Тобол-226",
"Айна-Булак","О 3","Казахстанская",701300,"Актогай-331, Алма-Ата I-226",
"Айни","О 1,3","Таджикская",745506,"Пахтаабад-58, Душанбе I-13",
"Айни (эксп.)",,"Таджикская",745402,"ТП",
"Айрите (ОП.)","О ","Латвийска",93332,,
"Айрум","П 1,3,9","ЗАО ""Южно-Кавказская железная дорога""",564702,"ТП",
"Айрум (эксп.)",,"ЗАО ""Южно-Кавказская железная дорога""",569706,"ТП",
"Айрыктас (рзд.)","О ","Казахстанская",669444,"Арысь I-1243, Кандыагаш-90",
"Айрытам","Б 1","Узбекская",733405,"Кашкадарья-63, Мароканд-64",
"Айса","О ","Казахстанская",675939,"Караганды-165, Мойынты-171",
"Айсары","Б 3","Казахстанская",694107,"Павлодар-519, Сороковая-347",
"Айтек (ОП.)","О ","Казахстанская",671529,,
"Айтеке БИ","Б 1,3","Казахстанская",669105,"Никель-181, Тобол-337",
"Академгородок (ОП.)","О ","Юго-Западная",322322,,
"Акадыр(б. Агадырь)","Б 1,2,3,9","Казахстанская",677205,"Караганды-199, Мойынты-137",
"Акалтын","О 1,3,8Н,10Н","Узбекская",724904,"Ташкент-Товарный-112, Хаваст-47",
"Акара","П 1,4","Азербайджанская",551505,"Османлы-Новые-209, Джульфа-140",
"Акармара","Б 3","Грузинская",573504,"Гантиади-193, Сенаки-115",
"Акбалык","О ","Казахстанская",702657,"Актогай-56, Алма-Ата I-501",
"Акбарабад","О ","Узбекская",743214,"Коканд I-88, Андижан I-48",
"Ак-Булак","П 1,2,3,4,9","Казахстанская",667307,"Илецк I-50, Кандыагаш-239",
"Ак-Булат","О ","Казахстанская",708621,"Актогай-60, Семипалатинск-408",
"Акдала (рзд.)","О ","Казахстанская",698112,"Кандыагаш-1323, Арысь I-10",
"Акджагуйма","Б ","Туркменская",753926,"Туркменбаши I-235, Мары-668",
"Акеспе (рзд.)","О ","Казахстанская",670051,"Арысь I-936, Кандыагаш-397",
"Акжайдак","О 3","Казахстанская",677900,"Мойынты-214, Актогай-310",
"Акжайык","П 1,3,4","Казахстанская",661601,"ТП",
"Акжар (рзд.)","О ","Казахстанская",670583,"Берлик I-123, Мойынты-315",
"Акжигит",1,"Казахстанская",662708,"Макат-352, Оазис (рзд)-27",
"Акимовка","Б 1,3","Приднепровская",475903,"Джанкой-126, Федоровка-51",
"Акимовка (ОП.)","О ","Одесская",411831,,
"Аккавак","О 3","Узбекская",721304,"Ташкент-Товарный-27",
"Аккаржа (эксп.)",,"Одесская",401401,"ТП",
"Аккаржа","Б 3","Одесская",401905,"Белгород-54, Одесса-Застава I-36",
"Аккемир","Б 1,3,4","Казахстанская",668507,"Илецк I-267, Кандыагаш-22",
"Ак-Кистау","Б 1,3","Казахстанская",662106,"Дины Нурпеисовой (рзд)-211, Макат-206",
"Аккудык","О 1","Казахстанская",668901,"Никель-64, Тобол-454",
"Аккудык (бывшБольшой Металлургический)","О ","Казахстанская",674122,"Караганды-48, Сороковая-213",
"Ак-Куль","Б 3,8Н,10Н","Казахстанская",692601,"Астана-105, Кокшетау I-191",
"Аккум","Б ","Казахстанская",672536,"Кандыагаш-1143, Арысь I-190",
"Акмая (рзд.)","О ","Казахстанская",672216,"Арысь I-258, Кандыагаш-1075",
"Акмяне","Б 1,3,4","Литовская",126707,"Кужяй-37, Мажейкяй-26",
"Акнан (ОП.)","Б ","Казахстанская",698042,,
"Аксенгер (рзд.)","О 3,8Н,10Н","Казахстанская",703804,"Алма-Ата I-17, Берлик I-286",
"Акстафа","П 1,2,3,4,9","Азербайджанская",557200,"ТП",
"Аксу (обгп) (эксп.)",,"Казахстанская",679107,"ТП",
"Аксу (обгп)","О ","Казахстанская",679111,"Аксу (обгп)-4, Астана-765",
"Аксу I","3,8Н","Казахстанская",695701,"Павлодар-48, Сороковая-420",
"Аксу II","О ","Казахстанская",695716,"Павлодар-59, Сороковая-431",
"Аксуат","Б 3","Казахстанская",686007,"Зерновая-120, Новоишимская-50",
"Аксув","Б ","Туркменская",752228,"Туркменбаши I-620, Мары-283",
"Аксютовка (ОП.)","О ","Южная",444322,,
"Актай ( б. Ктай)","О ","Казахстанская",675525,"Караганды-312, Мойынты-406",
"Актайлак (ОП.)","О ","Казахстанская",671548,,
"Актас (ОП.)","Б ","Казахстанская",698242,,
"Актасты","Б 3","Казахстанская",673505,"Караганды-109, Сороковая-120",
"Актау (ОП.)","О ","Казахстанская",673416,,
"Актау-Порт","1,3,5,8","Казахстанская",663503,"Бейнеу-408",
"Актау-Порт(перев.,) (эксп.)",,"Казахстанская",663404,"ТП",
"Актау-Порт-Паром",,"Казахстанская",663404,"ТП",
"Актаутас","О ","Казахстанская",706431,"Арысь I-392, Луговая-227",
"Актобе","П 1,2,3,4,5,8,9,10Н","Казахстанская",667909,"Илецк I-195, Кандыагаш-94",
"Ак-Тобе","Х ","Узбекская",737048,"Найманкуль-370, Каракалпакстан-61",
"Актогай","Б 1,3","Казахстанская",708009,"ТП",
"Актогай-Восточный (ОП.)","Х ","Казахстанская",708155,,
"Акуаскиа (ОП.)","О ","Грузинская",573326,,
"Ак-Узяк","О ","Казахстанская",702430,"Актогай-159, Алма-Ата I-398",
"Акура (ОП.)","О ","Грузинская",562317,,
"Акча","О 3","Узбекская",722805,"Ташкент-Товарный-97, Хаваст-234",
"Ак-Чулак","О 1,3","Казахстанская",707307,"Арысь I-321, Луговая-78",
"Акшагыл","О ","Казахстанская",677239,"Караганды-252, Мойынты-84",
"Акшокат (рзд.)","О ","Казахстанская",697711,"Кандыагаш-1269, Арысь I-64",
"Акыр-Тюбе","О 3","Казахстанская",707400,"Арысь I-346, Луговая-53",
"Ала-Айгир","О ","Казахстанская",703113,"Алма-Ата I-229, Берлик I-74",
"Алабас (рзд.)","О 3","Казахстанская",669529,"Арысь I-1182, Кандыагаш-151",
"Алабашлы","П 1,4","Азербайджанская",556602,"Гаджигабул(б.Кази-Магомед)-247, Беюк-Кясик-129",
"Алаверди","П 1,3,4,5,8Н","ЗАО ""Южно-Кавказская железная дорога""",564903,"Айрум-26, Гюмри-115",
"Алажиде","О 3","Казахстанская",702407,"Актогай-202, Алма-Ата I-355",
"Аламедин","О 1,3,5,7,8,10","Кыргызская",716908,"Луговая-161, Бишкек I-9",
"Аланда (ОП.)","О ","Латвийска",98649,,
"Алат","Б 3","Узбекская",730708,"Бухара I-79, Ходжадавлет-19",
"Алатун","Б 1","Узбекская",733301,"Кашкадарья-41, Мароканд-86",
"Албалы (ОП.)","О ","Азербайджанская",547552,,
"Алга","Б 1,3,4","Казахстанская",668301,"Илецк I-239, Кандыагаш-50",
"Алгабас","Б 1,3","Казахстанская",666304,"Илецк I-194, Семиглавый Мар-187",
"Алдара (ОП.)","О ","Азербайджанская",551115,,
"Алебастровая (ОП.)","О ","Донецкая",494529,,
"Алеевка (ОП.)","О ","Одесская",410241,,
"Александрия (ОП.)","О ","Белорусская",156929,,
"Александрия","Б 3","Одесская",410400,"Користовка-10, Пятихатки-64",
"Александрия-Ровенская (ОП.)","О ","Львовская",356634,,
"Александровка (ОП.)","О ","Приднепровская",451951,,
"Александровка (ОП.)","О ","Южная",433633,,
"Александровка (ОП.)","О ","Белорусская",149111,,
"Александровка (ОП.)","О ","Донецкая",506815,,
"Александровка",3,"Одесская",413108,"Помошная-77, Колосовка-69",
"Александровка (ОП.)","О ","Одесская",423627,,
"Алексино (ОП.)","О ","Южная",445842,,
"Алексэндрень","П 1,3,9","Молдавская",395408,"Бэлць-Слобозия-12, Колбасна-144",
"Аленушка (ОП.)","О ","Белорусская",133310,,
"Алеща","Б ","Белорусская",161607,"Алеща-5, Полоцк-44",
"Алеща (эксп.)","Б ","Белорусская",161202,"ТП",
"Алжан (.Альджан) (рзд.)","О ","Казахстанская",667913,"Илецк I-205, Кандыагаш-84",
"Аликент","П ","Азербайджанская",554927,"Гаджигабул(б.Кази-Магомед)-131, Беюк-Кясик-245",
"Алимова (б.Запорожье-Малое)","О ","Приднепровская",460630,"Запорожье-Левое-9, Апостолово-136",
"Алитус","Б 3,8Н","Литовская",123605,"Казлу-Руда-103, Моцкава-67",
"Алитус II (ОП.)","О ","Литовская",123613,,
"Алияга","Б 3,7","Одесская",404202,"Арцыз-35, Измаил-72",
"Алкау (рзд.)","О ","Казахстанская",684020,"Кустанай-25, Новоишимская-198",
"Алма-Ата I","П 3,8,8Н,9,10Н","Казахстанская",700007,"ТП",
"Алма-Ата II","П 3,5,8,8Н,10Н","Казахстанская",700100,"Алма-Ата I-9",
"Алмаз (ОП.)","О ","Юго-Западная",322411,,
"Алмазар","Б 1,3","Узбекская",724302,"Ташкент-Товарный-59, Хаваст-100",
"Алотене","О ","Латвийска",117619,"Плявиняс-10, Яняварти-98",
"Алтыарык","П 1,3","Узбекская",742404,"Коканд I-51, Андижан I-85",
"Алты-Кудук (рзд.)","О ","Казахстанская",670314,"Кандыагаш-496, Арысь I-837",
"Алтын асар(б. Майская)","1,2,3,5,8,9","Туркменская",755000,"Мары-12, Серхетабат-310",
"Алтын Сахра","П 3","Туркменская",751600,"Ашгабат-267, Мары-67",
"Алтындала (рзд.)","О ","Казахстанская",700810,"Актогай-436, Алма-Ата I-121",
"Алтынколат (рзд.)","О ","Казахстанская",708738,"Актогай-157, Семипалатинск-311",
"Алтыновка","Б 1,3","Юго-Западная",327701,"Конотоп-28, Хутор-Михайловский-87",
"Алтынсарин","Б 1,3","Казахстанская",683403,"Никель-391, Тобол-127",
"Алтынтау (бывш.Аксу)","П 1,2,3,4,5,8Н,9","Казахстанская",693903,"Павлодар-423, Сороковая-251",
"Алуксне (узк.)","О ","Латвийска",99232,"Гулбене-33",
"Альксненай (ОП.)","О ","Литовская",124114,,
"Алюминстрой (ОП.)","О ","Азербайджанская",546422,,
"Алят","П 1","Азербайджанская",548502,"ТП",
"Алят-Новая","О 3","Азербайджанская",548703,"Алят-5, Ширван(б.Али-Байрамлы)-43",
"Амаляй (ОП.)","О ","Литовская",122941,,
"Амангельды","Б 1,3","Казахстанская",666605,"Илецк I-109, Семиглавый Мар-272",
"Амбары","П ","Южная",444910,"Басы-36, Ворожба-28",
"Амвросиевка","Б 1,3","Донецкая",487309,"Квашино-10, Иловайск-31",
"Амираджаны (рзд.)","О ","Азербайджанская",547750,"Баладжары-24",
"Амузанг (эксп.)",,"Узбекская",736507,"ТП",
"Амузанг","О 1","Узбекская",736600,"Термез-43, Амузанг-11",
"Амур (ОП.)","О ","Приднепровская",450624,,
"Амыдеря","П 1,2,3,4,9","Туркменская",749102,"Талимарджан-55, Разъезд № 161-139",
"Анага (ОП.)","О ","Грузинская",562016,,
"Ана-Куль (рзд.)","Х ","Казахстанская",670916,"Кандыагаш-798, Арысь I-535",
"Анар","Б 3","Казахстанская",690500,"Сороковая-83, Караганды-146",
"Анария (ОП.)","О ","Грузинская",573218,,
"Ангаты (рзд.)","О ","Казахстанская",666323,"Илецк I-177, Семиглавый Мар-204",
"Ангрен","П 1,3","Узбекская",722608,"Хаваст-262, Ташкент-Товарный-125",
"Андижан I","П 2,3","Узбекская",743604,"ТП",
"Андижан II","Б 3,8Н","Узбекская",742003,"Учкурган-58, Андижан I-9",
"Андижан-Северный","О 1,2,3,4,5,8,9,10","Узбекская",743708,"Андижан I-8, Коканд I-128",
"Андижан-Южный","О ","Узбекская",743623,"Андижан I-12, Савай-37",
"Андреевичи","О ","Белорусская",136249,"ТП",
"Андреевка (ОП.)","О ","Южная",444110,,
"Андреяшевка","П 1,3","Южная",426502,"Бахмач-Пассажирский-107, Ромодан-73",
"Андрусово","О ","Юго-Западная",338119,"Христиновка-95, Каз-77",
"Анев","Б 1","Туркменская",752707,"Туркменбаши I-570, Мары-333",
"Анены (ОП.)","О ","Молдавская",390716,,
"Ани","П 1,3","ЗАО ""Южно-Кавказская железная дорога""",566500,"Гюмри-45, Масис-95",
"Анисово (ОП.)","О ","Юго-Западная",325021,,
"Анне (ОП.)","О ","Эстонская",85615,,
"Анновка (ОП.)","О ","Одесская",412726,,
"Анрахай","О ","Казахстанская",703217,"Алма-Ата I-192, Берлик I-111",
"Антонины","Б 3","Юго-Западная",334207,"Староконстантинов I-14, Шепетовка-56",
"Антоновка","П 1,3","Львовская",355203,"Ковель-119, Сарны-23",
"Антоновка (ОП.)","О ","Белорусская",157724,,
"Антоновка (рзд.)","О ","Одесская",417842,"Джанкой-178, Херсон-13",
"Антополь (ОП.)","О ","Белорусская",154726,,
"Антополь (ОП.)","О ","Белорусская",132816,,
"Антрацит","Б 1,3","Донецкая",502104,"Должанская-54, Чернухино-68",
"Антсла","О 1","Эстонская",85600,"Валга-30, Пиуза-65",
"Анужяй (ОП.)","О ","Литовская",108747,,
"Анусино (ОП.)","О ","Белорусская",143524,,
"Апгулде (ОП.)","О ","Латвийска",92841,,
"Аполлоновка (б.Апалоновка) (ОП.)","О ","Белорусская",156825,,
"Апостолово","П 1,3","Приднепровская",466603,"ТП",
"Апсени (ОП.)","О ","Латвийска",113340,,
"Апшупе (ОП.)","О ","Латвийска",97627,,
"Арабкир","О 3,8Н","ЗАО ""Южно-Кавказская железная дорога""",567908,"Масис-82, Ереван-96",
"Арагац","П 1,3","ЗАО ""Южно-Кавказская железная дорога""",566604,"Гюмри-64, Масис-76",
"Араду (ОП.)","О ","Грузинская",573345,,
"Арайши","О ","Латвийска",111218,"Лугажи-80, Иерики-10",
"Аракс","П 1,3","ЗАО ""Южно-Кавказская железная дорога""",566905,"Гюмри-95, Масис-45",
"Арал-Кум","Б ","Казахстанская",670352,"Кандыагаш-529, Арысь I-804",
"Аральское Море","П 1,2,3,4,9","Казахстанская",670309,"Кандыагаш-490, Арысь I-843",
"Аранчи","Б 3","Узбекская",721605,"Ташкент-Товарный-44",
"Арарат","П 1,2,3,8Н,9","ЗАО ""Южно-Кавказская железная дорога""",569509,"Масис-37, Ерасх-20",
"Арашенда (ОП.)","О ","Грузинская",561511,,
"Арганаты","О ","Казахстанская",702638,"Актогай-73, Алма-Ата I-484",
"Аргвета","О 1,3","Грузинская",575904,"Самтредиа-55, Хашури-69",
"Ардава (ОП.)","О ","Латвийска",113410,,
"Аревик","О 3","ЗАО ""Южно-Кавказская железная дорога""",568205,"Гюмри-7, Ахурян-23",
"Арег (рзд.)","О ","ЗАО ""Южно-Кавказская железная дорога""",569020,"Масис-174",
"Арка","Б 1,3","Казахстанская",682400,"Никель-421, Тобол-97",
"Аркач","Б ","Туркменская",753930,"Туркменбаши I-219, Мары-684",
"Арламовская Воля (ОП.)","О ","Львовская",374223,,
"Армавир","П 1,3,5,9","ЗАО ""Южно-Кавказская железная дорога""",567005,"Гюмри-106, Масис-34",
"Армази (ОП.)","О ","Грузинская",560420,,
"Арматнюв (ОП.)","О ","Львовская",359011,,
"Ароматная","Б 3","Приднепровская",454606,"Павлоград I-9, Лозовая-56",
"Арсаул (рзд.)","О ","Грузинская",574051,"Гантиади-79, Сенаки-157",
"Артаниш (ОП.)","О ","ЗАО ""Южно-Кавказская железная дорога""",569015,,
"Арташат","П 1,3,9","ЗАО ""Южно-Кавказская железная дорога""",569301,"Масис-18, Ерасх-39",
"Артемовка (ОП.)","О ","Южная",441112,,
"Артемовск I","Б 1,3","Донецкая",496505,"Ступки-4",
"Артемовск II","Б 1,3,5","Донецкая",494603,"Никитовка-30, Ступки-5",
"Артени (рзд.)","О ","ЗАО ""Южно-Кавказская железная дорога""",566619,"Гюмри-73, Масис-67",
"Артик","О 1,3,9","ЗАО ""Южно-Кавказская железная дорога""",566106,"Гюмри-25, Ахурян-44",
"Артык","Б 1","Туркменская",752209,"Туркменбаши I-654, Мары-249",
"Артык (эксп.)","Б 1","Туркменская",752302,"Туркменбаши I-654, Мары-249",
"Арукюла","О ","Эстонская",82320,"Юлемисте-17, Тапа-53",
"Архарлы (ОП.)","О ","Казахстанская",700825,,
"Арцыз","Б 1,3","Одесская",403905,"ТП",
"Арчман","П 1","Туркменская",753502,"Туркменбаши I-427, Мары-476",
"Арчут (рзд.)","О ","ЗАО ""Южно-Кавказская железная дорога""",565315,"Айрум-81, Гюмри-60",
"Аршалуйс","О 3","ЗАО ""Южно-Кавказская железная дорога""",567109,"Масис-48, Ереван-62",
"Арыкбаши","О 3","Узбекская",740409,"Сувонобод-9, Коканд I-37",
"Арыстансор","О 3","Казахстанская",683206,"Тобол-61",
"Арысь I","Б 1,2,3,4,5,9","Казахстанская",698004,"ТП",
"Арысь II (ОП.)","Б ","Казахстанская",698019,,
"Асановский (ОП.)","О ","Белорусская",163528,,
"Асари (ОП.)","О ","Латвийска",97237,,
"Асино (ОП.)","О ","Белорусская",144438,,
"Аскеран",3,"Азербайджанская",557304,"Акстафа-254, Гаджигабул(б.Кази-Магомед)-259",
"Асланово","Б 3","Донецкая",485002,"Мариуполь-Порт-27, Волноваха-51",
"Аспара","О ","Казахстанская",704534,"Берлик I-36, Луговая-87",
"Асса","О 1,3","Казахстанская",706709,"Арысь I-314, Луговая-149",
"Ассаке","П 3,8Н,10Н","Узбекская",743407,"Андижан I-17, Коканд I-119",
"Астазур","О ","Азербайджанская",551125,"Османлы-Новые-268, Джульфа-81",
"Астана","П 3,5,8,8Н,10,10Н","Казахстанская",690002,"ТП",
"Астара","П 1,3","Азербайджанская",554109,"ТП",
"Астара (эксп.)",,"Азербайджанская",554503,"ТП",
"Ата","П 1,3,9","Туркменская",756708,"Ашгабат-350, Мары-159",
"Атамырат (эксп.)",,"Туркменская",759802,"ТП",
"Атамырат","П 1,3,5","Туркменская",759706,"Мары-436, Туркменабад I-215",
"Атасу","Б ","Казахстанская",676221,"Караганды-260, Мойынты-354",
"Аташиене","О ","Латвийска",113919,"Крустпилс-35, Резекне I-60",
"Атбулак","П 1,4","Азербайджанская",548907,"Алят-13, Гаджигабул(б.Кази-Магомед)-30",
"Атгазене (ОП.)","О ","Латвийска",91014,,
"Атыгай","О 3","Казахстанская",695108,"Павлодар-120, Сороковая-306",
"Атырау","П 1,2,3,5,8,9,10Н","Казахстанская",661705,"Акжайык-5, Дины Нурпеисовой (рзд)-287",
"Аувере","О ","Эстонская",83713,"Тапа-117, Нарва-16",
"Аул","Б 1,3,4","Казахстанская",711209,"Локоть-27, Семипалатинск-92",
"Аульс","О 1,3,4,5,8","Белорусская",135301,"Гродно-8, Мосты-50",
"Аури (ОП.)","О ","Латвийска",92835,,
"Аусеклис (ОП.)","О ","Латвийска",90717,,
"Ауце (ОП.)","О ","Латвийска",99514,,
"Афанасьево (рзд.)","Б ","Казахстанская",662252,"Акжайык-210, Дины Нурпеисовой (рзд)-82",
"Ахалдаба (ОП.)","Х ","Грузинская",577505,,
"Ахалкалаки","Б 1,3","Грузинская",563305,"Тбилиси-Узловая-175",
"Ахалкалаки-Пассажирская (ОП.)","О ","Грузинская",563216,,
"Ахалцихе","Б 1,3,8Н","Грузинская",578404,"Хашури-80, Самтредиа-204",
"Ахалцихе (эксп.)",,"Грузинская",578103,"Хашури-80, Самтредиа-204",
"Ахалцихе-Пассажирская (ОП.)","П ","Грузинская",578423,,
"Ахангаран","П 1,3,5,6","Узбекская",723009,"Ташкент-Товарный-80, Хаваст-217",
"Ахашени (ОП.)","О ","Грузинская",561920,,
"Ахпат (рзд.)","О ","ЗАО ""Южно-Кавказская железная дорога""",564825,"Айрум-20, Гюмри-121",
"Ахтала","Б 1,3,9","ЗАО ""Южно-Кавказская железная дорога""",564806,"Айрум-12, Гюмри-129",
"Ахтамар (ОП.)","О ","ЗАО ""Южно-Кавказская железная дорога""",568924,,
"Ахтырка","П 1,3,8Н","Южная",446205,"Басы-87, Люботин-108",
"Ахунбабаева","Б 3","Узбекская",743209,"Андижан I-62, Коканд I-74",
"Ахурян","1,3,8Н","ЗАО ""Южно-Кавказская железная дорога""",565902,"ТП",
"Ахурян (эксп.)",,"ЗАО ""Южно-Кавказская железная дорога""",566002,"ТП",
"Ацкури","О ","Грузинская",578300,"Хашури-62, Самтредиа-186",
"Ацоне (ОП.)","О ","Латвийска",90079,,
"Ачадара (ОП.)","О ","Грузинская",573913,,
"Ачигвари (рзд.)","О 3","Грузинская",573203,"Гантиади-172, Сенаки-64",
"Ашгабат","П 1,3,9","Туркменская",752800,"ТП",
"Ашгабат-Навалочный",1,"Туркменская",752904,"Туркменбаши I-557, Мары-346",
"Ашенда (ОП.)","О ","Грузинская",579233,,
"Ашурково (ОП.)","О ","Донецкая",491732,,
"Ащи-Голь","О 3","Казахстанская",688303,"Чаглинка-119, Кзыл-Ту-84",
"Ащису","О 1,3","Казахстанская",674902,"Караганды-106, Сороковая-271",
"Ащыозек","О ","Казахстанская",677915,"Мойынты-261",
"Аэгвийду","О 1","Эстонская",82602,"Юлемисте-49, Тапа-21",
"Аэропорт (ОП.)","О ","Грузинская",560186,,
"Аэропорт (ОП.)","О ","Азербайджанская",547533,,
"Аягоз (б  Аягуз)","П 1,2,3,4,9","Казахстанская",708704,"Актогай-133, Семипалатинск-335",
"Аяпберген","Х ","Узбекская",737069,"Найманкуль-301, Каракалпакстан-130",
"Бабадурмаз","Б ","Туркменская",752213,"Туркменбаши I-635, Мары-268",
"Бабаковка (ОП.)","О ","Юго-Западная",329247,,
"Бабариковская (ОП.)","О ","Южная",443714,,
"Бабатай","Б 3","Казахстанская",690303,"Сороковая-36, Караганды-193",
"Бабаяров (ОП.)","О ","Узбекская",724317,,
"Бабенково (ОП.)","О ","Южная",447335,,
"Бабино (ОП.)","О ","Белорусская",147718,,
"Бабите (ОП.)","О ","Латвийска",96747,,
"Бабичевский (ОП.)","О ","Юго-Западная",348125,,
"Бабичи","Б ","Белорусская",154425,"Калинковичи-52, Гомель-73",
"Багат","1,3","Узбекская",738502,"Питняк-46, Шават-84",
"Баглаи (ОП.)","О ","Юго-Западная",330297,,
"Баглар","О ","Азербайджанская",547567,"Баладжары-38",
"Баглей","Б 3","Приднепровская",456007,"ТП",
"Багнашени (ОП.)","О ","Грузинская",574225,,
"Баграван (рзд.)","О ","ЗАО ""Южно-Кавказская железная дорога""",566411,"Гюмри-37, Масис-103",
"Багриновка (ОП.)","О ","Львовская",368612,,
"Бадам","П 1,3,4","Казахстанская",698409,"Арысь I-45, Луговая-354",
"Бадиаури (ОП.)","Х ","Грузинская",561403,,
"Бадовка (ОП.)","Б ","Юго-Западная",341111,,
"База (рзд.)","О ","Львовская",354516,"Ковель-4, Заболотье-56",
"База (ОП.)","О ","Южная",428353,,
"Базалети (ОП.)","О ","Грузинская",576729,,
"Базырово (рзд.)","Б ","Казахстанская",666732,"Илецк I-41, Семиглавый Мар-340",
"Байгакум","Б 1,3,4","Казахстанская",672108,"Арысь I-293, Кандыагаш-1040",
"Байдаковка (ОП.)","О ","Одесская",410420,,
"Байорай (ОП.)","О ","Литовская",107814,,
"Байрак","П 3","Донецкая",500607,"Горловка(до З1.12.10г по§ 10н)-8, Углегорск-11",
"Байрамалы","П 1,2,3,4,9","Туркменская",750909,"Мары-29, Туркменабад I-214",
"Байсерке","О 1,3,8Н,10Н","Казахстанская",700401,"Актогай-538, Алма-Ата I-19",
"Байсогала","Б ","Литовская",125032,"Гайжюнай-78, Радвилишкис-25",
"Байтерек (рзд.)","Х ","Казахстанская",661175,"Макат-47, Оазис (рзд)-332",
"Бай-Хожа","Б 3","Казахстанская",670808,"Кандыагаш-682, Арысь I-651",
"Байшешек (рзд.)","О ","Казахстанская",703010,"Алма-Ата I-255, Берлик I-48",
